"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"mro:HiRISE_Time_Parameters:1        ","Class","HiRISE_Time_Parameters","1.0.0.0","mro","The HiRISE_Time_Parameters class contains attributes specific to HiRISE EDRs.","geo","","","","","","","","","","",""
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_08:1          ","Attribute","powered_cpmm_flag_08","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_08:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_08:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_09:1          ","Attribute","powered_cpmm_flag_09","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_09:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_09:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_10:1          ","Attribute","powered_cpmm_flag_10","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_10:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_10:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_11:1          ","Attribute","powered_cpmm_flag_11","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_11:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_11:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_12:1          ","Attribute","powered_cpmm_flag_12","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_12:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_12:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_13:1          ","Attribute","powered_cpmm_flag_13","n/a","mro"," The powered_cpmm_flag attribute provides a set of 14 values that identify which HiRISE CCD Processing/Memory Modules were commanded to acquire imaging during the observation. The first element is for CPMM 0 and the last element is for CPMM 13. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_13:2           Value:OFF","Value","OFF","","","CPMM powered off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:powered_cpmm_flag_13:2           Value:ON","Value","ON","","","CPMM powered on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:1                       ","Attribute","binning","n/a","mro"," The binning element provides the HiRISE observation binning mode; i.e., the number of lines binned in an observation. mro:line_exposure_duration = mro:binning * mro:scan_line_duration ","geo","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:1","Value","1","","","bin 1"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:16","Value","16","","","bin 16"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:2","Value","2","","","bin 2"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:3","Value","3","","","bin 3"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:4","Value","4","","","bin 4"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:binning:2                        Value:8","Value","8","","","bin 8"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:tdi:1                           ","Attribute","tdi","n/a","mro"," The tdi attribute provides the number of time delay and integration (TDI) stages used to increase the exposure time of a HiRISE observation. ","geo","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:tdi:2                            Value:128","Value","128","","","128 stages"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:tdi:2                            Value:32","Value","32","","","32 stages"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:tdi:2                            Value:64","Value","64","","","64 stages"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:tdi:2                            Value:8","Value","8","","","8 stages"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:trim_lines:1                    ","Attribute","trim_lines","n/a","mro"," The trim_lines attribute provides the number of lines that have been trimmed at the beginning of a HiRISE observation. ","geo","ASCII_Integer","0","1","0","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:focus_position_count:1          ","Attribute","focus_position_count","n/a","mro"," The focus_position_count attribute provides the raw count of the focus mechanism position in a HiRISE observation. ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:felics_compression_flag:1       ","Attribute","felics_compression_flag","n/a","mro"," The felics_compression_flag element identifies whether FELICS data compression was applied to a HiRISE image. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:felics_compression_flag:2        Value:NO","Value","NO","","","No felics compression"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:felics_compression_flag:2        Value:YES","Value","YES","","","felics compression applied"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_red:1     ","Attribute","stimulation_lamp_flag_red","n/a","mro"," The stimulation_lamp_flag attribute is a set of three flags that identify which of the three HiRISE stimulation lamps have been turned on or off. Stimulation lamps are used to evaluate relative changes in instrument calibration throughout the mission. Stimulation lamps are always turned off for science observation data. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_red:2      Value:OFF","Value","OFF","","","stim lamp off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_red:2      Value:ON","Value","ON","","","stim lamp on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_blg:1     ","Attribute","stimulation_lamp_flag_blg","n/a","mro"," The stimulation_lamp_flag attribute is a set of three flags that identify which of the three HiRISE stimulation lamps have been turned on or off. Stimulation lamps are used to evaluate relative changes in instrument calibration throughout the mission. Stimulation lamps are always turned off for science observation data. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_blg:2      Value:OFF","Value","OFF","","","stim lamp off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_blg:2      Value:ON","Value","ON","","","stim lamp on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_nir:1     ","Attribute","stimulation_lamp_flag_nir","n/a","mro"," The stimulation_lamp_flag attribute is a set of three flags that identify which of the three HiRISE stimulation lamps have been turned on or off. Stimulation lamps are used to evaluate relative changes in instrument calibration throughout the mission. Stimulation lamps are always turned off for science observation data. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_nir:2      Value:OFF","Value","OFF","","","stim lamp off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:stimulation_lamp_flag_nir:2      Value:ON","Value","ON","","","stim lamp on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_mode:1           ","Attribute","heater_control_mode","n/a","mro"," The heater_control_mode attribute provides the state of the HiRISE heater control, either closed-loop or duty-cycle. Normally the closed-loop mode is used to keep nominal operating temperatures of the instrument. A duty-cycle mode is enabled during periods of high EM emissions from other MRO instruments. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_mode:2            Value:CLOSED LOOP","Value","CLOSED LOOP","","","closed-loop mode"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_mode:2            Value:DUTY CYCLE","Value","DUTY CYCLE","","","duty cycle mode"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_00:1        ","Attribute","heater_control_flag_00","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_00:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_00:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_01:1        ","Attribute","heater_control_flag_01","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_01:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_01:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_02:1        ","Attribute","heater_control_flag_02","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_02:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_02:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_03:1        ","Attribute","heater_control_flag_03","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_03:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_03:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_04:1        ","Attribute","heater_control_flag_04","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_04:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_04:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_05:1        ","Attribute","heater_control_flag_05","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_05:2         Value:OFF","Value","OFF","","","heater off"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_05:2         Value:ON","Value","ON","","","heater on"
"mro:HiRISE_Instrument_Setting_Parameters:2 mro:heater_control_flag_06:1        ","Attribute","heater_control_flag_06","n/a","mro"," The heater_control_flag element is a set of 14 on/off flags that indicate which of the 14 heater control areas were on at the time of a HiRISE observation. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
